1_hanzi,2_pinyin,3_meaningList,4_frequency,5_hsk_level,6_traditional
外,wài,"outside, in addition, foreign, external",4058,1,外
外边,wài bian,"outside, outer surface, abroad, place other than one's home",169,1,外邊
外国,wàiguó,"foreign, foreign country, outland, outremer",306,1,外國
外语,wàiyǔ,foreign language,60,1,外語
玩儿,wánr,"to play, to have fun, to hang out",485,1,玩兒
晚,wǎn,"far on in time, late",7970,1,晚
晚饭,wǎn fàn,"evening meal, dinner, supper, CL:份[fen4],頓|顿[dun4],次[ci4],餐[can1]",1613,1,晚飯
晚上,wǎn shang,"evening, night, CL:個|个[ge4], in the evening",9574,1,晚上
网上,wǎng shàng,online,973,1,網上
网友,wǎng yoǔ,"online friend, Internet user",16,1,網友
忘,wàng,"forget, overlook, neglect",7120,1,忘
忘记,wàngjì,"misremember, block, blank out, neglect, overlook, draw a blank, leave_out, disremember, fail, forget",3632,1,忘記
问,wèn,"ask, examine, question, interrogate",20455,1,問
我,wǒ,"I, me, ego, self",1682285,1,我
我们,wǒmen,we,371696,1,我們
五,wǔ,det.: five,5903,1,五
午饭,wǔ fàn,"lunch, CL:份[fen4],頓|顿[dun4],次[ci4],餐[can1]",1418,1,午飯
西,xī,"W, Spain, west, occident, due west, western",2606,1,西
西边,xī biān,"west, west side, western part, to the west of",156,1,西邊
洗,xǐ,"wash, bathe, sack, develop (film), shuffle (cards/etc.)",3495,1,洗
洗手间,xǐ shoǔ jiān,"toilet, lavatory, washroom",955,1,洗手間
喜欢,xǐhuān,"like, love, be fond of, be happy/elated",46146,1,喜歡
下,xià,under (condition/fact etc.),51975,1,下
下班,xiàbān,get_off,830,1,下班
下边,xià bian,"under, the underside, below",49,1,下邊
下车,xiàchē,get off/out of vehicle,257,1,下車
下次,xià cì,next time,2248,1,下次
下课,xiàkè,"finish class, get out of class",116,1,下課
下午,xià wǔ,"afternoon, CL:個|个[ge4], p.m.",2928,1,下午
下雨,xiàyǔ,rain,250,1,下雨
先,xiān,"earlier, in advance, before",16060,1,先
先生,xiānshēng,"doctor of Chinese medicine, Don, mulla, Ms., sir., teacher, gentleman, gospodin, Signor, signor, fortune-teller, babu, baboo, Herr, Mister, bey, mister, bwana, husband, siree, buckra, sirrah, senor, guv, sahib, Mr., rabbi, don, signore, Dan, sir, m'sieur, effendi, Tuan, baas, Monsieur, lording, monsieur, doctor, Mr, milord, Mynheer, signior, esquire, bookkeeper, Senor, rabboni, Senhor, sieur, sen",46864,1,先生
现在,xiàn zài,"now, at present, at the moment, modern, current, nowadays",88120,1,現在
想,xiǎng,"think, suppose, reckon, consider, want to, would like to, feel like (doing sth.)",212185,1,想
小,xiǎo,"small, little, petty, minor;young",34967,1,小
小孩儿,xiǎoháir,"child, erhua variant of 小孩[xiao3 hai2]",36298,1,小孩兒
小姐,xiǎojiě,"Signorina, Senorita, senorita, signorina, young_lady, damosel, Dona, mum, young lady, damoiselle, missy, tootsy, demoiselle, damsel, Miss, Fraulein, miss, sheila, sister, toots, senhorita, damozel, Ladyship, ladyship, Mademoiselle, mademoiselle",8423,1,小姐
小朋友,xiǎopéngyǒu,"child (adult address to child), little boy, children, little boy/girl, girl, little girl, little boy or girl, child",456,1,小朋友
小时,xiǎoshí,hour,11709,1,小時
小学,xiǎoxué,"primary school, elementary school",339,1,小學
小学生,xiǎoxuéshēng,"(primary) pupil, schoolboy, schoolgirl",50,1,小學生
笑,xiào,"smile, laugh",6628,1,笑
写,xiě,"description, bewrite, direct, describe, pencil, draw, paint, inscribe, write, depiction, write_out, throw_off, depict, address, author, screeve, word, compose",13589,1,寫
谢谢,xièxiè,thank,51457,1,謝謝
新,xīn,"new, fresh, up-to-date",17291,1,新
新年,xīn nián,"New Year, CL:個|个[ge4]",454,1,新年
星期,xīngqí,"Sunday, week",3837,1,星期
星期日,Xīng qī rì,"Sunday, CL:個|个[ge4]",84,1,星期日
星期天,Xīng qī tiān,"Sunday, CL:個|个[ge4]",468,1,星期天
行,xíng,"go, travel, prevail, circulate, be current",26032,1,行
休息,xiūxí,"repose, have, lie dormant, respire, take time off, have a rest, take a rest, take off, relax, take_time_off, have/take a rest, rest",4075,1,休息
学,xué,"study, learn, imitate, mimic",6209,1,學
学生,xuéshēng,"academic, pupil, pup, tutee, follower, scholar, schoolchild, schoolboy, alumnus, disciple, learner, scholastic, student",2942,1,學生
学习,xuéxí,"study, learn, emulate",2385,1,學習
学校,xuéxiào,"seminary, schoolhouse, educational institution, school, institution",7502,1,學校
学院,xuéyuàn,"seminary, college, school, hall, institute, academy, faculty",889,1,學院
要,yào,"want, need, must, should",238656,1,要
爷爷,yéyé,"grandad, Grandpa, granddad, grandpa, (paternal) grandfather, gramps, granddaddy, grandfather",1625,1,爺爺
也,yě,"also, too, as well, either, even",131801,1,也
页,yè,"page, leaf, m.[general], ,sheet of paper, sheet, piece, piece of paper, folio",1114,1,頁
一,yī,det.: one,203626,1,一
衣服,yīfú,"clothes, wearing apparel, toggery, gear, tog, wear, bib-and-tucker, drapery, thing, dress, duds, vestment, wardrobe, clout, apparel, clothing, dud, wrapping, vesture, clobber, habit, robe, togs, livery, habilimentation, array, hull, garb, attire, attirement, stitch, rig, garment, raiment, wearable, dressing",8130,1,衣服
医生,yīshēng,"Galen, MD, physician, Dr., medic, doc, hakeem, medico, Aesculapius, medical man, surgeon, leech, doctor",15679,1,醫生
医院,yīyuàn,"spital, hospital, infirmary, hospice",5391,1,醫院
一半,yíbàn,"det.: one half, in part, half",2633,1,一半
一会儿,yīhuìr,"a moment, a while, in a moment, now...now..., also pr. [yi1 hui3 r5]",3339,1,一會兒
一块儿,yīkuàiēr,together,319,1,一塊兒
一下儿,yīxià r,"(used after a verb) give it a go, to do (sth for a bit to give it a try), one time, once, in a while, all of a sudden, all at once, erhua variant of 一下[yi1 xia4]",0,1,一下兒
一样,yīyàng,"same, equal, similar",28861,1,一樣
一边,yībiān,"at the same time, simultaneously;on the one/other hand",2594,1,一邊
一点儿,yīdiǎnēr,det.: a little bit,941,1,一點兒
一起,yīqǐ,"in_chorus, together, in all, in the same place, holus-bolus, altogether, in company",32889,1,一起
一些,yīxiē,"det.: some, a few, a little",17133,1,一些
用,yòng,with,52436,1,用
有,yǒu,"have, possess",289109,1,有
有的,yǒude,det : some,1398,1,有的
有名,yǒumíng,"well-known, famous",404,1,有名
有时候,yǒushíhòu,"from time to time, on_occasion, occasionally, somewhile, otherwhile, now and again, sometimes, now and then, at times, on occasion, whiles, once in a while",2443,1,有時候
有些,yǒuxiē,"kind_of, rather, somewhat",8889,1,有些
有用,yǒuyòng,"belong, profit, count, useful, avail, powerful",522,1,有用
右,yòu,"right side as side of precedence, right side, west, winger, right, the right side, the Right, the right",1738,1,右
右边,yoù bian,"right side, right, to the right",868,1,右邊
雨,yǔ,rain,1312,1,雨
元,yuán,m.[standard],1945,1,元
远,yuǎn,"far, distant (lit./fig.)",6570,1,遠
月,yuè,moon,12253,1,月
再,zài,"again, once more, further(more), in a higher degree, and then, not (do sth.) before",56520,1,再
再见,zàijiàn,"good-bye, see you again",10958,1,再見
在,zài,"in, at, on, etc.",429766,1,在
在家,zàijiā,At home,897,1,在傢
早,zǎo,"early, long ago, in advance, beforehand, prematurely",12185,1,早
早饭,zǎo fàn,"breakfast, CL:份[fen4],頓|顿[dun4],次[ci4],餐[can1]",486,1,早飯
早上,zǎo shang,"early morning, CL:個|个[ge4]",4953,1,早上
怎么,zěnme,how,89166,1,怎麼
站,zhàn,to stand,10081,1,站
找,zhǎo,"look for, seek, call on, approach",46647,1,找
找到,zhǎodào,"light upon, find, discover, run_down, founded, regain, strike, come upon, come across, run down, trace, turn_up, happen upon, get, chance on, chance upon",22128,1,找到
这,zhè,"now, this, det.: this, it",286987,1,這
这边,zhèbiān,"this side, here",4651,1,這邊
这里,zhèlǐ,"this place, there, here",53900,1,這裡
这儿,zhèēr,"now, here",24824,1,這兒
这些,zhèxiē,det.: these,36735,1,這些
着,zhe,[aspect],100091,1,著
真,zhēn,"really, truly, indeed, clearly",102445,1,真
真的,zhēnde,"really, truly, indeed",5235,1,真的
正,zhèng,"precisely, punctually",19536,1,正
正在,zhèngzài,"course of, be, be in process",6653,1,正在
知道,zhīdào,"tell, have, ken, understand, infer, wis, learn, cognize, gather, know, be aware of, wise up, savvy, mind, realize",196745,1,知道
知识,zhīshì,"lear, know-how, understanding, ken, instruction, science, sophistication, consciousness, light, awareness, cognizance, knowledge, lore, mastery, know, cognition, acquaintanceship, mind, intellect, knowingness, equipment",573,1,知識
中,zhōng,"center, middle, interior",34862,1,中
中国,zhōngguó,"Cathay, China, china",1994,1,中國
中间,zhōngjiān,"center, middle",1594,1,中間
中文,zhōngwén,"Chinese, Ch. (written) language, Ch. language, Sinitic",138,1,中文
中午,zhōng wǔ,"noon, midday, CL:個|个[ge4]",637,1,中午
中学,zhōngxué,"middle_school, grammar_school, secondary school, Ch. learning, middle school, high_school, grammar school",387,1,中學
中学生,zhōng xué shēng,"middle-school student, high school student",48,1,中學生
重,zhòng,"heavy, weighty, important, considerable in amount/value",5079,1,重
重要,zhòngyào,"important, significant, major",11677,1,重要
住,zhù,"inhabit, cease, stay, visit, shack, dwell, stop, people, live, reside, populate, dig",19602,1,住
准备,zhǔnbèi,"prepare, get ready",22202,1,準備
桌子,zhuōzi5,"mahogany, table, desk",1641,1,桌子
字,zì,"graphic symbol, writing, pronunciation (of a word), form of a written character, receipt, printing type, script, name taken at the age of 20, courtesy name, wordage, character, grapheme, contract, scripts, symbolic representation, style of handwriting, word",2572,1,字
子,zǐ,"son, child, seed, egg, small thing, 1st earthly branch: 11 p.m.-1 a.m., midnight, 11th solar month (7th December to 5th January), year of the Rat, Viscount, fourth of five orders of nobility 五等爵位[wu3 deng3 jue2 wei4], ancient Chinese compass point: 0° (north), (noun suffix)",3972,1,子
走,zǒu,"scram, travel, foot, go away, evaporate, ankle, waltz, step, bugger off, etc., go through, leave, leak, run, buzz off, leg, pad, fork, visit, go, escape, lose flavor, work, call on, strike, sashay, trace, pursue, gang, lose shape/etc., get_along, come_along, walk, hoof it, lose flavor/shape/etc., leg it, let out, shape, drive, cover, take, get, hoof, move",65258,1,走
走路,zǒulù,"go away, stroam, go on foot, walk",760,1,走路
最,zuì,"most, to the highest degree, much, superlatively",46464,1,最
最好,zuìhǎo,"had better, it would be best",905,1,最好
最后,zuì hoù,"final, last, finally, ultimate",15200,1,最後
昨天,zuó tiān,yesterday,4483,1,昨天
左,zuǒ,"left side, east, the Left",1773,1,左
左边,zuǒ bian,"left, the left side, to the left of",1024,1,左邊
坐,zuò,"sit, take seat",14204,1,坐
坐下,zuòxià,"subside, sit, sit down, sink, sit_down",2777,1,坐下
做,zuò,"make, do",122364,1,做
啊,ā,particle: used in direct address and exclamation; indicating obviousness/impatience/suggestion; used for confirmation,130963,2,啊
爱情,àiqíng,"god, warmheartedness, affection, love_affair, heart, kindness, tenderness, bosom, love, fondness, romantic love, affectionateness",1906,2,愛情
爱人,ài ren,"spouse (PRC), lover (non-PRC), CL:個|个[ge4]",508,2,愛人
安静,ānjìng,"lull, quieten, quiesce, dummy, quiet down, quiet, hush, pipe down, peaceful",2951,2,安靜
安全,ānquán,"safe, secure",9541,2,安全
白色,báisè,"White, white, whiteness, White (as symbol of anticommunism), white (color)",880,2,白色
班长,bānzhǎng,"monitor, (work) team leader, squad leader, team leader, class monitor",117,2,班長
办,bàn,"punish (by law), manage, get ... ready, set_up, buy a fair amount of, set up, run, management, handle, tackle, attend to, do, punish, bring ... to justice",5139,2,辦
办法,bànfǎ,"road, expedient, policy, agency, measure, way, method, means",8059,2,辦法
办公室,bàngōngshì,"agency, office, authority, government agency, bureau",5882,2,辦公室
半夜,bàn yè,"midnight, in the middle of the night",533,2,半夜
帮助,bāngzhù,"aid, bridge_over, help, bestead, bring_on, tide_over, serve, support, facilitate, accommodate, carry_through, assist, administer, attend_to, assistance, befriend, further, favour",10033,2,幫助
饱,bǎo,"to eat till full, satisfied",425,2,飽
报名,bàomíng,"register, inscribe, enter, enroll, enrol, enter one's name, sign up, recruit",217,2,報名
报纸,bàozhǐ,"paper, headliner, newspaper publisher, tabloid, copyreader, newspaper, rag, courant, newsprint, sheet, gazette, dailies",1710,2,報紙
北方,běifāng,"norland, septentrion, compass north, northern part of country, northernness, northern, magnetic north, northward, north, the North, the northern part of the country",324,2,北方
背,bèi,"learn by heart, recite from memory",2023,2,背
比如,bǐ rú,"for example, for instance, such as",3120,2,比如
比如说,bǐrúshuō,For example,828,2,比如說
笔,bǐ,m.[general],3315,2,筆
笔记,bǐjì,"short sketches, adversaria, notes, note",284,2,筆記
笔记本,bǐ jì běn,"notebook (stationery), CL:本[ben3], notebook (computing)",395,2,筆記本
必须,bìxū,must,19320,2,必須
边,biān,"border, boundary",3385,2,邊
变,biàn,"change, transform",10580,2,變
变成,biànchéng,"grow_into, change into, go, form, grow into, change state, develop into, turn to, fall, turn_into, be, turn, become, turn into, grow, run, get",6103,2,變成
遍,biàn,m.[activity],4218,2,遍
表,biǎo,"table, form, list",1513,2,表
示,shì,"to show, to reveal",0,2,示
不错,búcuò,"not bad, pretty good;correct, right",18930,2,不錯
不但,búdàn,conj.: not only,260,2,不但
不够,bù goù,"not enough, insufficient, inadequate",2163,2,不夠
不过,búguò,"conj.: but, however, only",23333,2,不過
不太,butài,Not too,2,2,不太
不要,búyào,"never, noway, don't want, don't (do sth.)",20679,2,不要
不好意思,bùhǎoyìsī,"embarrassed, be ill at ease, find it embarrassing, feel embarrassed",4805,2,不好意思
不久,bù jiǔ,"not long (after), before too long, soon, soon after",867,2,不久
不满,bùmǎn,"resentful, dissatisfied",255,2,不滿
不如,bùrú,be unequal/inferior to,576,2,不如
不少,bùshǎo,det.: a lot of,1956,2,不少
不同,bùtóng,different,5087,2,不同
不行,bù xíng,"won't do, be out of the question, be no good, not work, not be capable",5389,2,不行
不一定,bùyīdìng,"not sure, maybe",0,2,不一定
不一会儿,buyīhuìér,Take a short while,10,2,不一會兒
